,model_year,origin,fuel_type,drivetrain,num_doors,engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,fuel_efficiency_mpg
5615,2003,Asia,Gasoline,Front-wheel drive,2,1930,5,209.0,3800,18.4,33.3
5616,1993,USA,Gasoline,Rear-wheel drive,4,2420,6,259.0,4210,17.9,27.3
5617,2005,USA,Gasoline,All-wheel drive,5,2220,6,245.0,4770,19.6,28.8
5618,1976,USA,Gasoline,Front-wheel drive,5,2290,7,244.0,4240,21.5,28.2
5619,1979,USA,Gasoline,All-wheel drive,3,2210,6,,4600,17.8,28.0
5620,1975,Asia,Gasoline,Front-wheel drive,4,2060,5,222.0,3930,19.2,28.4
5621,2018,Europe,Gasoline,All-wheel drive,2,2360,6,246.0,4200,20.0,31.5
5622,2014,USA,Diesel,All-wheel drive,5,2460,7,318.0,4710,16.2,31.4
5623,2019,Asia,Gasoline,Front-wheel drive,2,2100,6,224.0,4110,21.1,31.6
5624,1981,Europe,Gasoline,All-wheel drive,4,1960,6,204.0,4180,20.1,27.0
5625,1989,Asia,Gasoline,Front-wheel drive,3,1800,6,207.0,3810,19.1,34.8
5626,2006,USA,Diesel,Rear-wheel drive,5,2300,5,267.0,4330,18.0,31.4
5627,2010,USA,Gasoline,All-wheel drive,2,2350,6,259.0,4270,19.6,29.6
5628,2022,Europe,Gasoline,Rear-wheel drive,3,2490,7,282.0,4700,20.6,33.5
5629,1978,Europe,Gasoline,Rear-wheel drive,4,2400,6,,4290,18.8,30.5
5630,1993,Asia,Gasoline,Front-wheel drive,3,2380,6,271.0,4430,17.8,32.7
5631,2005,Europe,Gasoline,Front-wheel drive,3,2100,5,208.0,3990,19.7,33.2
5632,1988,USA,Gasoline,Rear-wheel drive,5,2570,7,299.0,4520,21.5,23.4
5633,2014,USA,Gasoline,Front-wheel drive,2,2150,6,256.0,4080,18.5,30.8
5634,1988,Asia,Gasoline,Front-wheel drive,3,2440,6,273.0,4060,18.6,29.7
5635,1982,Europe,Hybrid,Rear-wheel drive,3,2470,6,256.0,4390,,29.7
5636,1994,USA,Diesel,Front-wheel drive,5,2430,6,280.0,4540,19.0,29.8
5637,1995,Europe,Gasoline,Rear-wheel drive,5,2240,6,233.0,4420,19.2,28.3
5638,1994,Asia,Gasoline,Front-wheel drive,3,2210,5,236.0,4010,17.2,30.7
5639,1977,USA,Gasoline,Front-wheel drive,2,2280,6,266.0,4410,20.3,26.8
5640,1975,Europe,Hybrid,Rear-wheel drive,5,2460,6,252.0,4630,21.2,29.2
5641,1983,USA,Gasoline,Front-wheel drive,4,2540,7,,4560,18.1,27.1
5642,1983,USA,Diesel,Front-wheel drive,4,1870,5,252.0,3850,17.9,33.1
5643,2006,Europe,Diesel,Rear-wheel drive,4,2250,6,271.0,4180,17.3,35.3
5644,2000,Asia,Gasoline,Front-wheel drive,5,2160,6,252.0,4360,19.7,30.4
5645,2016,Europe,Gasoline,Rear-wheel drive,4,2320,6,259.0,4120,19.3,31.7
5646,2019,USA,Diesel,Rear-wheel drive,3,2180,6,290.0,3960,16.7,35.6
5647,2005,USA,Gasoline,Rear-wheel drive,4,2130,5,236.0,4270,20.8,29.1
5648,2018,Asia,Diesel,Front-wheel drive,5,2210,5,260.0,4110,18.3,34.3
5649,2018,Asia,Diesel,Front-wheel drive,4,2350,7,269.0,4270,18.8,35.2
5650,1996,Europe,Gasoline,All-wheel drive,4,2350,6,250.0,4340,17.5,27.1
5651,2018,Asia,Gasoline,All-wheel drive,3,1870,5,199.0,3720,18.6,33.9
5652,2011,Asia,Hybrid,All-wheel drive,4,2230,6,250.0,4340,20.0,35.4
5653,2009,Europe,Diesel,Rear-wheel drive,3,2210,6,244.0,4000,20.9,32.7
5654,2021,USA,Gasoline,Rear-wheel drive,3,2090,5,215.0,4400,17.4,28.6
5655,1982,Asia,Diesel,Rear-wheel drive,5,1990,5,231.0,3770,18.5,32.0
5656,2023,Europe,Gasoline,Front-wheel drive,5,2380,6,240.0,4440,18.6,30.1
5657,1982,USA,Gasoline,Front-wheel drive,2,2380,6,,4210,19.0,27.2
5658,2005,USA,Diesel,Front-wheel drive,3,2350,6,258.0,4100,17.9,32.7
5659,2008,USA,Gasoline,Front-wheel drive,4,2510,6,284.0,4460,19.9,29.9
5660,2017,USA,Diesel,Front-wheel drive,4,2310,6,276.0,4240,16.3,31.4
5661,1983,Asia,Gasoline,Rear-wheel drive,4,2160,5,223.0,4530,22.0,26.8
5662,1996,USA,Gasoline,Rear-wheel drive,4,2520,7,289.0,4830,19.6,26.9
5663,2017,USA,Gasoline,Front-wheel drive,4,2250,6,269.0,4440,21.4,28.2
5664,2015,Asia,Gasoline,Rear-wheel drive,3,2090,6,237.0,4170,21.3,32.7
5665,1985,USA,Gasoline,Front-wheel drive,2,2850,7,325.0,4730,21.6,25.9
5666,1978,Asia,Gasoline,Front-wheel drive,4,2310,6,247.0,4060,17.7,29.8
5667,2019,USA,Diesel,Front-wheel drive,4,2580,6,297.0,4420,17.1,31.4
5668,1997,Europe,Diesel,Front-wheel drive,4,2230,6,252.0,4350,18.8,30.2
5669,2010,USA,Gasoline,All-wheel drive,2,2080,6,258.0,4050,19.6,27.2
5670,2018,USA,Hybrid,Front-wheel drive,2,2170,6,232.0,4190,18.2,34.8
5671,2012,USA,Diesel,All-wheel drive,3,2390,7,280.0,4890,19.9,29.1
5672,2024,Europe,Gasoline,Rear-wheel drive,4,2520,7,270.0,4510,16.3,27.8
5673,2004,USA,Hybrid,Front-wheel drive,3,2240,6,263.0,4190,18.8,36.6
5674,2005,USA,Diesel,Front-wheel drive,4,2430,6,270.0,4590,20.0,32.8
5675,2008,Asia,Gasoline,Front-wheel drive,4,2610,6,289.0,4260,16.3,30.2
5676,1984,Asia,Gasoline,Front-wheel drive,4,2250,6,248.0,4120,18.5,27.0
5677,2019,USA,Gasoline,All-wheel drive,2,2220,6,270.0,4210,16.5,28.4
5678,1983,Asia,Diesel,Rear-wheel drive,3,1770,5,203.0,4180,19.7,32.8
5679,1997,Europe,Gasoline,Front-wheel drive,3,2160,6,222.0,4190,17.5,31.5
5680,2013,USA,Gasoline,Front-wheel drive,5,2350,6,273.0,4430,19.7,32.5
5681,2022,Asia,Diesel,Rear-wheel drive,5,2270,6,228.0,4090,19.3,33.1
5682,2004,Europe,Hybrid,Front-wheel drive,2,2150,6,237.0,4110,17.6,34.9
5683,2017,USA,Gasoline,Front-wheel drive,2,2350,6,285.0,4370,20.2,31.0
5684,1992,Asia,Diesel,Rear-wheel drive,4,2060,6,247.0,4320,21.5,30.2
5685,2004,USA,Gasoline,Front-wheel drive,2,2220,7,269.0,4060,20.0,29.9
5686,1977,Europe,Diesel,Front-wheel drive,2,2140,6,,3930,18.9,30.4
5687,1977,USA,Gasoline,Rear-wheel drive,3,2360,5,263.0,4020,18.5,28.5
5688,2016,USA,Diesel,Front-wheel drive,2,2490,6,277.0,4280,18.0,30.8
5689,2014,Asia,Gasoline,Front-wheel drive,4,2080,6,236.0,4200,19.9,32.0
5690,1992,USA,Diesel,Front-wheel drive,2,2250,6,247.0,4070,17.3,30.4
5691,1983,USA,Diesel,All-wheel drive,3,2630,7,314.0,4880,20.6,27.8
5692,2017,USA,Gasoline,Front-wheel drive,2,2280,6,255.0,4230,18.6,31.6
5693,1993,Asia,Diesel,Rear-wheel drive,4,2450,6,268.0,4540,19.3,27.9
5694,2018,Europe,Hybrid,Front-wheel drive,4,2160,6,250.0,4050,18.2,37.6
5695,1997,USA,Hybrid,Front-wheel drive,4,2450,6,272.0,4560,17.7,32.6
5696,1982,USA,Diesel,Rear-wheel drive,4,2130,5,240.0,4410,17.3,29.7
5697,1986,USA,Gasoline,All-wheel drive,2,2280,6,267.0,4570,19.6,25.2
5698,1976,Asia,Hybrid,Front-wheel drive,4,2070,6,251.0,3880,17.0,32.3
5699,1978,Asia,Diesel,Front-wheel drive,3,2100,6,,3610,17.2,31.4
5700,2017,Europe,Gasoline,Front-wheel drive,2,2220,6,243.0,4020,,33.1
5701,1987,USA,Gasoline,All-wheel drive,3,2360,6,241.0,4350,19.7,27.9
5702,2001,Asia,Gasoline,Front-wheel drive,5,2210,6,263.0,4280,17.2,30.3
5703,1987,USA,Gasoline,All-wheel drive,2,2700,7,291.0,4830,20.1,25.0
5704,2001,USA,Hybrid,Front-wheel drive,3,2370,6,254.0,4290,18.7,31.9
5705,1991,USA,Gasoline,Rear-wheel drive,4,2580,6,291.0,4600,20.6,30.1
5706,1989,USA,Hybrid,Rear-wheel drive,3,2630,7,313.0,4650,20.0,28.3
5707,1993,Europe,Gasoline,Front-wheel drive,4,2490,6,271.0,4480,,28.9
5708,1984,USA,Gasoline,Front-wheel drive,4,2470,6,266.0,4480,20.5,23.8
5709,2018,Europe,Diesel,All-wheel drive,3,1970,6,234.0,4000,18.4,30.6
5710,1995,Europe,Diesel,All-wheel drive,4,2320,6,271.0,4450,18.7,30.3
5711,2005,USA,Diesel,Front-wheel drive,4,2060,6,250.0,4160,18.8,34.6
5712,2018,USA,Gasoline,All-wheel drive,3,2110,5,242.0,4360,19.7,29.3
5713,1995,USA,Gasoline,Front-wheel drive,5,2500,7,274.0,4430,17.0,30.0
5714,1983,Europe,Gasoline,Front-wheel drive,3,2330,6,,4120,19.8,28.8
5715,1980,Europe,Gasoline,Front-wheel drive,4,2290,6,244.0,4070,18.4,29.2
5716,2002,USA,Gasoline,Front-wheel drive,4,2000,6,213.0,4130,18.2,29.6
5717,1998,USA,Gasoline,Front-wheel drive,3,2180,6,279.0,4080,18.1,27.9
5718,1977,Europe,Gasoline,All-wheel drive,3,2340,7,,4270,19.3,25.9
5719,2007,USA,Diesel,Front-wheel drive,2,2370,6,269.0,4150,19.9,35.2
5720,2021,Asia,Hybrid,Front-wheel drive,4,1940,6,211.0,4100,19.3,39.1
5721,2021,USA,Gasoline,Rear-wheel drive,5,2250,6,247.0,4520,19.5,30.6
5722,1999,Europe,Hybrid,Front-wheel drive,3,2080,6,232.0,3910,19.2,34.8
5723,2005,USA,Hybrid,Front-wheel drive,3,2250,6,268.0,4290,19.6,34.3
5724,1981,Asia,Diesel,Front-wheel drive,4,2040,5,253.0,3860,19.1,31.5
5725,1999,Europe,Gasoline,Front-wheel drive,2,2310,6,252.0,4160,18.6,31.0
5726,1998,USA,Hybrid,Front-wheel drive,5,2040,5,221.0,4140,19.2,33.8
5727,2019,Asia,Diesel,Front-wheel drive,5,2030,5,258.0,3820,16.9,35.5
5728,1977,Europe,Gasoline,Front-wheel drive,5,2260,5,249.0,4060,18.5,30.2
5729,1979,USA,Gasoline,All-wheel drive,5,2050,6,,4430,20.4,26.7
5730,1997,USA,Gasoline,All-wheel drive,4,2610,7,,4840,19.2,27.0
5731,1991,USA,Diesel,All-wheel drive,4,2290,6,273.0,4300,18.1,26.0
5732,1980,USA,Gasoline,Front-wheel drive,4,2160,6,248.0,4210,17.7,28.2
5733,2009,Asia,Hybrid,Front-wheel drive,4,2130,6,235.0,3960,17.7,35.8
5734,1988,Europe,Diesel,Rear-wheel drive,3,2100,5,257.0,4130,17.3,30.7
5735,1996,Europe,Gasoline,Rear-wheel drive,2,2440,6,272.0,4240,,26.5
5736,2019,USA,Gasoline,Front-wheel drive,2,2400,6,276.0,4120,18.2,32.2
5737,1981,USA,Gasoline,Front-wheel drive,3,2420,6,,4150,17.4,27.4
5738,1976,Asia,Diesel,Front-wheel drive,4,2390,6,262.0,4280,19.1,26.2
5739,1981,Asia,Hybrid,Front-wheel drive,5,1710,5,208.0,3740,19.9,36.0
5740,1976,USA,Gasoline,Front-wheel drive,2,2460,6,273.0,4260,18.2,26.1
5741,1990,Europe,Gasoline,Front-wheel drive,4,2370,6,243.0,4740,20.5,26.8
5742,1990,Europe,Diesel,Front-wheel drive,4,2250,6,241.0,4190,18.3,29.8
5743,1993,USA,Diesel,All-wheel drive,2,2190,6,254.0,4390,18.5,30.5
5744,1979,USA,Gasoline,All-wheel drive,2,2160,5,234.0,4310,18.9,25.5
5745,1976,Europe,Gasoline,All-wheel drive,4,2550,7,282.0,4820,20.0,25.2
5746,2024,USA,Gasoline,All-wheel drive,2,2150,6,256.0,4250,19.0,31.9
5747,2017,USA,Gasoline,Front-wheel drive,4,2340,7,265.0,4170,17.9,29.2
5748,2021,USA,Gasoline,All-wheel drive,5,2280,6,252.0,4680,18.8,29.2
5749,1983,USA,Gasoline,Front-wheel drive,2,2180,6,,4430,20.3,26.7
5750,1990,Asia,Diesel,All-wheel drive,2,2350,6,257.0,4410,22.0,29.6
5751,1999,Europe,Diesel,All-wheel drive,4,2310,6,269.0,4520,17.6,29.6
5752,2013,USA,Gasoline,Rear-wheel drive,4,2160,6,254.0,4430,18.7,29.3
5753,2007,USA,Gasoline,All-wheel drive,4,2300,6,264.0,4530,20.6,27.9
5754,1991,Europe,Gasoline,Front-wheel drive,2,1870,5,209.0,3660,18.0,32.5
5755,2013,Europe,Gasoline,Front-wheel drive,5,2200,6,249.0,4230,18.2,30.8
5756,2016,USA,Diesel,Rear-wheel drive,3,2260,6,285.0,4440,18.8,30.9
5757,2008,Asia,Gasoline,All-wheel drive,3,2350,6,255.0,4190,18.8,31.0
5758,2009,Europe,Diesel,All-wheel drive,4,2390,6,281.0,4560,,30.0
5759,2014,USA,Gasoline,Rear-wheel drive,4,2170,6,237.0,4230,19.7,31.3
5760,2011,Asia,Gasoline,Rear-wheel drive,3,2210,6,243.0,4310,16.8,29.6
5761,2018,USA,Gasoline,All-wheel drive,4,2440,6,271.0,4530,17.6,29.7
5762,1976,Asia,Gasoline,Front-wheel drive,5,2230,6,230.0,4100,19.2,29.2
5763,1989,Asia,Hybrid,All-wheel drive,3,2380,7,280.0,4710,18.3,30.8
5764,2006,USA,Gasoline,Front-wheel drive,3,2330,6,262.0,4370,20.1,29.7
5765,1983,USA,Gasoline,Rear-wheel drive,4,2380,6,242.0,4510,18.0,26.5
5766,1988,Europe,Hybrid,All-wheel drive,3,2210,6,232.0,4070,20.9,35.4
5767,2015,USA,Gasoline,Rear-wheel drive,3,2410,6,260.0,4490,20.5,27.2
5768,2005,Europe,Gasoline,All-wheel drive,4,2340,6,267.0,4480,18.5,28.4
5769,2002,Europe,Gasoline,Rear-wheel drive,5,2270,6,214.0,4500,20.3,30.9
5770,2012,Europe,Gasoline,Rear-wheel drive,2,2200,6,236.0,4180,18.6,31.7
5771,1983,USA,Gasoline,Rear-wheel drive,5,2450,7,255.0,4630,20.3,26.0
5772,1979,Asia,Gasoline,Front-wheel drive,4,1920,6,214.0,4170,19.1,29.9
5773,2010,Asia,Gasoline,All-wheel drive,5,2540,6,,4870,21.0,25.7
5774,1990,USA,Diesel,Rear-wheel drive,2,2410,7,,4450,18.8,27.0
5775,2006,Asia,Diesel,All-wheel drive,4,2370,6,264.0,4470,20.1,29.0
5776,1986,Asia,Hybrid,Front-wheel drive,2,2350,5,250.0,4110,19.3,32.7
5777,2013,USA,Diesel,Rear-wheel drive,4,2250,6,266.0,4610,18.3,32.3
5778,1975,Asia,Gasoline,Front-wheel drive,3,2580,7,289.0,4420,19.2,25.6
5779,1986,USA,Gasoline,All-wheel drive,3,2430,6,273.0,4580,17.5,23.2
5780,2006,USA,Gasoline,Rear-wheel drive,3,2610,6,305.0,4380,18.8,28.4
5781,2021,Asia,Diesel,Front-wheel drive,2,2210,6,256.0,3970,16.8,35.9
5782,2004,Europe,Gasoline,Front-wheel drive,4,2350,6,257.0,4180,19.8,30.9
5783,1984,Europe,Gasoline,Front-wheel drive,4,2200,6,,4020,20.1,31.1
5784,1982,Europe,Gasoline,Rear-wheel drive,2,2430,6,237.0,4590,20.3,29.6
5785,1978,Asia,Gasoline,Front-wheel drive,4,2320,6,,4400,21.8,27.4
5786,1991,USA,Diesel,Rear-wheel drive,3,2410,6,286.0,4410,18.9,28.9
5787,2020,Asia,Gasoline,Rear-wheel drive,4,2280,6,261.0,4470,17.7,31.8
5788,2021,USA,Gasoline,Front-wheel drive,4,1760,5,220.0,3750,18.4,32.1
5789,2003,Europe,Gasoline,Front-wheel drive,3,2090,6,229.0,3910,,29.2
5790,2009,Asia,Gasoline,Front-wheel drive,4,1960,5,,3770,19.8,32.1
5791,2016,Asia,Diesel,Rear-wheel drive,3,2410,6,271.0,4300,17.7,29.8
5792,2006,USA,Gasoline,Rear-wheel drive,5,2080,6,243.0,4320,19.9,28.2
5793,1978,USA,Gasoline,All-wheel drive,2,2120,6,250.0,4270,18.5,27.0
5794,2006,USA,Diesel,Rear-wheel drive,5,2450,7,266.0,4580,19.5,31.6
5795,2012,USA,Gasoline,Front-wheel drive,3,2420,6,275.0,4470,18.5,31.9
5796,2002,Europe,Gasoline,Front-wheel drive,4,2360,6,251.0,4180,18.8,31.7
5797,1996,Asia,Gasoline,Front-wheel drive,3,2100,6,235.0,3950,17.3,32.7
5798,2019,USA,Diesel,Front-wheel drive,5,2140,6,246.0,4240,17.8,34.3
5799,2001,Europe,Diesel,Rear-wheel drive,5,2570,7,293.0,4630,18.4,29.9
5800,2002,USA,Diesel,Front-wheel drive,4,2430,6,322.0,4340,16.5,31.3
5801,1995,USA,Hybrid,All-wheel drive,3,2360,6,268.0,4830,21.8,30.8
5802,2002,USA,Gasoline,Front-wheel drive,2,2340,7,271.0,4480,17.3,30.3
5803,1997,USA,Gasoline,Front-wheel drive,3,2230,6,265.0,3990,17.3,31.1
5804,1985,USA,Gasoline,All-wheel drive,2,2190,6,268.0,4280,17.3,27.4
5805,1990,Asia,Gasoline,Rear-wheel drive,5,2480,7,262.0,4540,19.7,25.0
5806,2014,Europe,Gasoline,All-wheel drive,3,2310,6,245.0,4400,19.8,27.8
5807,1981,Asia,Gasoline,All-wheel drive,4,2220,6,252.0,4390,19.8,27.5
5808,1984,USA,Gasoline,Front-wheel drive,5,2280,6,270.0,4520,18.1,27.5
5809,2010,USA,Diesel,Rear-wheel drive,3,2530,7,303.0,4550,19.4,30.5
5810,1980,USA,Diesel,Front-wheel drive,4,2330,6,,4280,17.0,31.4
5811,2015,Asia,Gasoline,Front-wheel drive,2,2260,6,231.0,4050,19.6,35.6
5812,1995,USA,Gasoline,Front-wheel drive,3,2720,7,277.0,4640,17.2,29.1
5813,2005,USA,Hybrid,All-wheel drive,4,2590,6,292.0,4730,19.4,33.1
5814,1991,Europe,Diesel,All-wheel drive,4,2550,6,271.0,4870,18.5,25.3
5815,2010,Europe,Hybrid,Front-wheel drive,3,1850,5,212.0,3700,17.0,37.1
5816,2018,USA,Gasoline,Front-wheel drive,4,2110,6,234.0,4150,17.5,31.7
5817,1983,USA,Gasoline,Rear-wheel drive,4,2140,6,,4550,21.2,27.1
5818,1981,Europe,Gasoline,Front-wheel drive,3,2350,6,,4220,19.1,29.3
5819,2010,USA,Hybrid,All-wheel drive,5,2210,6,250.0,4510,20.8,34.0
5820,1975,Asia,Gasoline,All-wheel drive,5,2490,7,278.0,4960,20.1,23.9
5821,1995,Europe,Gasoline,Front-wheel drive,4,2220,5,244.0,3940,18.7,30.1
5822,1988,Asia,Gasoline,Front-wheel drive,4,2120,6,222.0,3810,20.5,32.1
5823,2002,Europe,Gasoline,Front-wheel drive,5,2560,7,277.0,4790,19.2,29.8
5824,1981,Europe,Gasoline,Front-wheel drive,5,2050,6,221.0,3940,20.9,28.0
5825,2004,Asia,Gasoline,Front-wheel drive,3,1950,5,220.0,3860,19.5,30.0
5826,2013,Europe,Gasoline,Rear-wheel drive,5,2530,7,279.0,4800,23.0,28.8
5827,2018,USA,Diesel,All-wheel drive,2,2310,6,275.0,4560,18.6,31.3
5828,1982,Europe,Diesel,Rear-wheel drive,3,2270,6,242.0,4390,20.5,31.3
5829,2022,Asia,Gasoline,Front-wheel drive,3,2120,6,215.0,3990,18.8,37.1
5830,2007,Asia,Gasoline,Rear-wheel drive,3,2570,7,286.0,4660,21.5,27.3
5831,2012,Europe,Hybrid,All-wheel drive,3,1850,5,212.0,3980,20.3,36.5
5832,1983,USA,Hybrid,Rear-wheel drive,2,2420,6,,4470,19.8,31.4
5833,2005,Europe,Gasoline,Front-wheel drive,3,2450,7,257.0,4000,17.6,31.4
5834,1998,USA,Gasoline,All-wheel drive,5,2530,7,305.0,4750,18.4,24.8
5835,2023,Asia,Gasoline,All-wheel drive,2,2210,6,229.0,4330,18.9,36.2
5836,2001,Europe,Gasoline,Front-wheel drive,4,2320,6,230.0,4230,17.1,31.2
5837,2009,USA,Diesel,Front-wheel drive,3,2420,6,303.0,4510,22.2,30.0
5838,2016,USA,Gasoline,Front-wheel drive,4,2430,6,272.0,4330,20.0,32.6
5839,2008,Europe,Gasoline,Front-wheel drive,4,2530,7,258.0,4400,19.4,28.9
5840,1984,Europe,Gasoline,Front-wheel drive,3,2180,6,,4150,20.5,29.2
5841,2008,Europe,Gasoline,Front-wheel drive,5,2120,6,231.0,3840,16.4,28.0
5842,2001,USA,Gasoline,Front-wheel drive,5,2340,6,256.0,4620,19.4,27.1
5843,1977,USA,Gasoline,All-wheel drive,4,2260,6,266.0,4760,19.2,24.3
5844,1979,USA,Gasoline,All-wheel drive,4,2140,6,242.0,4400,20.6,29.0
5845,1977,USA,Gasoline,Rear-wheel drive,4,2160,6,255.0,4400,21.5,25.0
5846,2012,USA,Diesel,All-wheel drive,5,2590,7,321.0,4810,19.9,25.1
5847,1999,Europe,Diesel,All-wheel drive,3,2250,5,243.0,4480,,29.7
5848,2019,Europe,Diesel,Front-wheel drive,4,2250,6,251.0,4240,18.0,35.3
5849,2000,USA,Hybrid,Front-wheel drive,4,2660,7,280.0,4800,18.2,31.1
5850,1980,Europe,Diesel,Rear-wheel drive,2,2650,7,,4360,18.6,26.5
5851,2010,Asia,Gasoline,Front-wheel drive,4,2150,6,241.0,4110,20.2,31.0
5852,1982,Asia,Diesel,Front-wheel drive,4,2430,7,280.0,4400,18.1,30.8
5853,1982,USA,Gasoline,Front-wheel drive,4,2530,7,284.0,4370,19.9,26.7
5854,1975,Asia,Gasoline,Front-wheel drive,3,2060,6,220.0,3920,21.4,30.4
5855,2011,USA,Diesel,Front-wheel drive,3,1860,6,217.0,3790,15.8,35.4
5856,2015,Asia,Gasoline,Front-wheel drive,4,2390,7,240.0,4480,19.6,29.9
5857,2019,USA,Hybrid,All-wheel drive,3,2190,6,248.0,4460,19.1,32.5
5858,2020,Asia,Diesel,All-wheel drive,3,2510,6,294.0,4590,16.9,31.7
5859,2000,Europe,Hybrid,Front-wheel drive,4,2330,6,245.0,4300,19.8,35.2
5860,1997,Europe,Gasoline,All-wheel drive,4,2670,7,276.0,4610,18.7,27.5
5861,1987,USA,Gasoline,Rear-wheel drive,4,2490,6,259.0,4300,18.8,27.3
5862,1986,Europe,Gasoline,Front-wheel drive,2,2330,6,,4240,19.4,29.2
5863,1984,USA,Diesel,Front-wheel drive,2,1850,5,,3850,18.8,33.3
5864,1992,USA,Gasoline,Front-wheel drive,2,2160,6,243.0,4060,19.6,28.5
5865,1977,Asia,Gasoline,All-wheel drive,4,2260,6,276.0,4600,21.3,24.2
5866,1999,Europe,Diesel,Rear-wheel drive,4,2220,6,276.0,4520,18.7,29.8
5867,2016,Europe,Hybrid,All-wheel drive,4,2060,6,254.0,4000,17.4,36.7
5868,1988,Asia,Gasoline,Front-wheel drive,3,1930,5,220.0,3890,18.5,28.7
5869,1995,Europe,Gasoline,Rear-wheel drive,5,2090,5,221.0,4330,,30.2
5870,1980,Asia,Gasoline,Rear-wheel drive,4,2200,6,,4620,19.3,24.7
5871,1975,Asia,Gasoline,Rear-wheel drive,3,2180,6,230.0,3880,18.5,27.6
5872,2005,Europe,Gasoline,Front-wheel drive,3,1900,6,213.0,3950,18.2,33.6
5873,1985,Asia,Diesel,Front-wheel drive,2,2190,6,271.0,4260,19.1,29.9
5874,1977,USA,Diesel,All-wheel drive,2,2590,6,286.0,4550,17.2,28.8
5875,2008,Europe,Gasoline,Front-wheel drive,2,2200,6,249.0,3960,18.1,30.4
5876,2024,Europe,Gasoline,Front-wheel drive,3,1890,5,221.0,3860,17.3,35.1
5877,2009,Asia,Hybrid,Front-wheel drive,3,2250,6,256.0,4070,18.1,35.1
5878,2014,Europe,Gasoline,All-wheel drive,4,2470,6,289.0,4740,18.9,28.5
5879,1980,Asia,Hybrid,Rear-wheel drive,4,2450,7,,4590,19.7,31.1
5880,2017,Europe,Hybrid,All-wheel drive,3,2040,6,212.0,4200,,36.7
5881,2002,USA,Hybrid,Rear-wheel drive,5,2110,6,237.0,4160,17.9,34.1
5882,1994,USA,Gasoline,Front-wheel drive,5,2220,6,267.0,4320,18.9,27.9
5883,1983,Asia,Gasoline,All-wheel drive,5,2250,6,233.0,4610,19.2,27.0
5884,1994,USA,Gasoline,Front-wheel drive,4,2460,6,274.0,4080,18.5,28.5
5885,2005,Asia,Diesel,Front-wheel drive,3,2380,6,254.0,4190,18.9,32.8
5886,2022,Asia,Diesel,Front-wheel drive,4,2250,6,270.0,4130,18.5,35.8
5887,2001,USA,Gasoline,All-wheel drive,5,2230,6,267.0,4600,16.8,25.1
5888,2002,USA,Gasoline,Front-wheel drive,3,2440,6,274.0,4080,17.9,26.1
5889,2020,USA,Gasoline,Front-wheel drive,4,2650,7,307.0,4600,21.3,28.8
5890,1990,Europe,Gasoline,Front-wheel drive,5,2040,5,227.0,3960,20.0,29.8
5891,1989,USA,Gasoline,All-wheel drive,3,2590,7,263.0,4630,18.8,28.7
5892,2007,Europe,Gasoline,Front-wheel drive,3,2200,5,220.0,3930,18.8,35.9
5893,1999,Asia,Gasoline,Front-wheel drive,4,2130,5,228.0,3750,20.2,33.1
5894,1976,Asia,Gasoline,All-wheel drive,3,2290,6,243.0,4360,19.8,28.5
5895,2019,USA,Gasoline,Rear-wheel drive,2,2200,6,259.0,4210,14.9,27.7
5896,1999,USA,Gasoline,Front-wheel drive,3,2530,7,269.0,4260,16.0,28.4
5897,1987,Asia,Hybrid,Front-wheel drive,2,2000,6,223.0,3560,20.3,36.1
5898,2014,USA,Gasoline,Front-wheel drive,3,2130,6,250.0,3970,16.4,32.9
5899,2019,Europe,Gasoline,All-wheel drive,3,2420,6,223.0,4390,22.2,32.3
5900,1999,USA,Gasoline,Front-wheel drive,4,1740,5,209.0,3950,18.1,30.3
5901,1981,Europe,Diesel,Front-wheel drive,4,1970,5,197.0,3930,19.7,32.6
5902,1984,USA,Diesel,Front-wheel drive,3,1920,5,225.0,3840,18.6,31.6
5903,1981,USA,Gasoline,All-wheel drive,5,2610,7,,4960,20.9,22.6
5904,1999,Asia,Diesel,Rear-wheel drive,4,2260,6,271.0,4480,18.7,29.0
5905,1988,Europe,Gasoline,Rear-wheel drive,2,2630,6,292.0,4490,14.8,25.7
5906,2016,Europe,Gasoline,Rear-wheel drive,3,2450,6,270.0,4800,21.3,27.4
5907,2014,USA,Hybrid,Front-wheel drive,3,2130,6,246.0,4060,17.0,36.1
5908,2003,USA,Gasoline,Front-wheel drive,2,2550,6,256.0,4270,21.8,27.9
5909,1998,USA,Gasoline,All-wheel drive,2,2270,6,244.0,4590,18.8,27.4
5910,2009,USA,Diesel,Rear-wheel drive,4,2470,7,293.0,4570,18.2,31.1
5911,1976,USA,Diesel,Front-wheel drive,4,2120,6,281.0,4060,17.6,29.2
5912,2002,Asia,Diesel,Front-wheel drive,3,1970,5,231.0,3800,17.1,35.0
5913,1991,Asia,Hybrid,All-wheel drive,5,2080,6,226.0,4170,19.9,34.1
5914,1999,USA,Diesel,Front-wheel drive,4,2310,6,263.0,4200,19.8,31.7
5915,1991,USA,Gasoline,Front-wheel drive,4,2250,6,242.0,4170,20.4,29.0
5916,1986,Asia,Gasoline,Front-wheel drive,2,1990,5,217.0,3530,19.2,32.4
5917,2006,Europe,Gasoline,Front-wheel drive,3,2020,6,223.0,4060,17.4,30.9
